,Brand,Title,Name,Price,Rating,URL,Description,Clean_Text
177,FUBAR,Men Slim Fit Washed Mandarin Collar Casual Shirt,FUBAR Men Washed Casual Dark Green Shirt,419.0,3.8,https://www.flipkart.com/fubar-men-washed-casual-dark-green-shirt/p/itmffynh2cnbwhba,FUBAR Men Washed Casual Dark Green Shirt Men Slim Fit Washed Mandarin Collar Casual Shirt,collar fubar wash green slim fit mendarin men shirt casual dark
178,Voroxy,Men Regular Fit Solid Spread Collar Casual Shirt,Voroxy Men Solid Casual Grey Shirt,309.0,3.7,https://www.flipkart.com/voroxy-men-solid-casual-grey-shirt/p/itm73e2c1f9831f5,Voroxy Men Solid Casual Grey Shirt Men Regular Fit Solid Spread Collar Casual Shirt,solid spread collar regular fit grey voroxi men shirt casual
179,AUSK,"Men Striped Polo Neck Black, Dark Blue T-Shirt","AUSK Striped Men Polo Neck Black, Dark Blue T-Shirt",319.0,3.9,https://www.flipkart.com/ausk-striped-men-polo-neck-black-dark-blue-t-shirt/p/itme521a4ce235be,"AUSK Striped Men Polo Neck Black, Dark Blue T-Shirt Men Striped Polo Neck Black, Dark Blue T-Shirt",polo ausk neck blue stripe black men tshirt dark
180,EyeBogler,Men Typography Round Neck Navy Blue T-Shirt,EyeBogler Typography Men Round Neck Navy Blue T-Shirt,279.0,3.8,https://www.flipkart.com/eyebogler-typography-men-round-neck-navy-blue-t-shirt/p/itm6fbc2a8aac39f,EyeBogler Typography Men Round Neck Navy Blue T-Shirt Men Typography Round Neck Navy Blue T-Shirt,neck navi round typographi blue eyebogl men tshirt
181,AUSK,"Men Color Block Polo Neck Blue, Red, White T-Shirt","AUSK Color Block Men Polo Neck Blue, Red, White T-Shirt",329.0,4.0,https://www.flipkart.com/ausk-color-block-men-polo-neck-blue-red-white-t-shirt/p/itmddb9234e0bdba,"AUSK Color Block Men Polo Neck Blue, Red, White T-Shirt Men Color Block Polo Neck Blue, Red, White T-Shirt",polo ausk neck red white blue color men block tshirt
182,AUSK,"Men Color Block Round Neck Pink, White T-Shirt","AUSK Color Block Men Round Neck Pink, White T-Shirt",289.0,4.0,https://www.flipkart.com/ausk-color-block-men-round-neck-pink-white-t-shirt/p/itma0dc88696daf4,"AUSK Color Block Men Round Neck Pink, White T-Shirt Men Color Block Round Neck Pink, White T-Shirt",ausk pink neck round white color men block tshirt
183,Nat Jastica,Men Regular Fit Solid Cut Away Collar Casual Shirt,Nat Jastica Men Solid Casual White Shirt,443.0,3.4,https://www.flipkart.com/nat-jastica-men-solid-casual-white-shirt/p/itm12ea029fb3ea4,Nat Jastica Men Solid Casual White Shirt Men Regular Fit Solid Cut Away Collar Casual Shirt,solid collar regular white fit jastica cut away men shirt casual nat
184,Veirdo,Men Printed Round Neck Purple T-Shirt,Veirdo Printed Men Round Neck Purple T-Shirt,359.0,4.1,https://www.flipkart.com/veirdo-printed-men-round-neck-purple-t-shirt/p/itm075246183ccf7,Veirdo Printed Men Round Neck Purple T-Shirt Men Printed Round Neck Purple T-Shirt,veirdo neck purpl print round men tshirt
185,FUGAZEE,Men Self Design Polo Neck Black T-Shirt,FUGAZEE Self Design Men Polo Neck Black T-Shirt,719.0,4.3,https://www.flipkart.com/fugazee-self-design-men-polo-neck-black-t-shirt/p/itm860a6814d2774,FUGAZEE Self Design Men Polo Neck Black T-Shirt Men Self Design Polo Neck Black T-Shirt,polo fugaze neck design black men self tshirt
186,NB NICKY BOY,Men Printed Round Neck Black T-Shirt,NB NICKY BOY Printed Men Round Neck Black T-Shirt,239.0,4.0,https://www.flipkart.com/nb-nicky-boy-printed-men-round-neck-black-t-shirt/p/itm3a9533d26d24f,NB NICKY BOY Printed Men Round Neck Black T-Shirt Men Printed Round Neck Black T-Shirt,neck print round nb boy black men tshirt nicki
187,HIGHLANDER,Men Slim Fit Printed Button Down Collar Casual Shirt,HIGHLANDER Men Printed Casual Multicolor Shirt,437.0,4.1,https://www.flipkart.com/highlander-men-printed-casual-multicolor-shirt/p/itmfdaautfqv6ufs,HIGHLANDER Men Printed Casual Multicolor Shirt Men Slim Fit Printed Button Down Collar Casual Shirt,collar button slim print fit highland multicolor men shirt casual
188,Voroxy,Men Regular Fit Solid Spread Collar Casual Shirt,Voroxy Men Solid Casual Purple Shirt,309.0,3.7,https://www.flipkart.com/voroxy-men-solid-casual-purple-shirt/p/itm28a4e7e199438,Voroxy Men Solid Casual Purple Shirt Men Regular Fit Solid Spread Collar Casual Shirt,solid spread collar purpl regular fit voroxi men shirt casual
189,3BROS,Men Striped Polo Neck Orange T-Shirt,3BROS Striped Men Polo Neck Orange T-Shirt,319.0,4.1,https://www.flipkart.com/3bros-striped-men-polo-neck-orange-t-shirt/p/itmeb5b2e3348d34,3BROS Striped Men Polo Neck Orange T-Shirt Men Striped Polo Neck Orange T-Shirt,polo orang neck stripe men tshirt
190,VeBNoR,Men Regular Fit Solid Button Down Collar Formal Shirt,VeBNoR Men Solid Formal White Shirt,379.0,4.0,https://www.flipkart.com/vebnor-men-solid-formal-white-shirt/p/itmc3ea175b4b94a,VeBNoR Men Solid Formal White Shirt Men Regular Fit Solid Button Down Collar Formal Shirt,solid collar button regular white vebnor fit formal men shirt
191,HYDEY,"Men Color Block Hooded Neck Red, Black T-Shirt","HYDEY Color Block Men Hooded Neck Red, Black T-Shirt",217.0,4.0,https://www.flipkart.com/hydey-color-block-men-hooded-neck-red-black-t-shirt/p/itmd33ed0540c2bc,"HYDEY Color Block Men Hooded Neck Red, Black T-Shirt Men Color Block Hooded Neck Red, Black T-Shirt",hood neck red hydey color black men block tshirt
192,Try This,Men Color Block Hooded Neck White T-Shirt,Try This Color Block Men Hooded Neck White T-Shirt,219.0,3.9,https://www.flipkart.com/try-color-block-men-hooded-neck-white-t-shirt/p/itmf9b65817ec595,Try This Color Block Men Hooded Neck White T-Shirt Men Color Block Hooded Neck White T-Shirt,tri hood neck white color men block tshirt
193,EyeBogler,Men Color Block Polo Neck Multicolor T-Shirt,EyeBogler Color Block Men Polo Neck Multicolor T-Shirt,389.0,4.1,https://www.flipkart.com/eyebogler-color-block-men-polo-neck-multicolor-t-shirt/p/itmc43150acf25d0,EyeBogler Color Block Men Polo Neck Multicolor T-Shirt Men Color Block Polo Neck Multicolor T-Shirt,polo neck eyebogl multicolor color men block tshirt
194,Veirdo,Men Printed Round Neck Black T-Shirt,Veirdo Printed Men Round Neck Black T-Shirt,449.0,4.3,https://www.flipkart.com/veirdo-printed-men-round-neck-black-t-shirt/p/itmbeb1c77fd4f19,Veirdo Printed Men Round Neck Black T-Shirt Men Printed Round Neck Black T-Shirt,veirdo neck print round black men tshirt
195,3BROS,Men Solid Polo Neck White T-Shirt,3BROS Solid Men Polo Neck White T-Shirt,309.0,4.1,https://www.flipkart.com/3bros-solid-men-polo-neck-white-t-shirt/p/itmc885880a7ecb2,3BROS Solid Men Polo Neck White T-Shirt Men Solid Polo Neck White T-Shirt,polo solid neck white men tshirt
196,BLIVE,"Men Color Block Round Neck Black, Maroon T-Shirt","BLIVE Color Block Men Round Neck Black, Maroon T-Shirt",219.0,4.0,https://www.flipkart.com/blive-color-block-men-round-neck-black-maroon-t-shirt/p/itma6f28d72a7a2f,"BLIVE Color Block Men Round Neck Black, Maroon T-Shirt Men Color Block Round Neck Black, Maroon T-Shirt",neck round maroon blive color black men block tshirt
197,AUSK,Men Color Block Polo Neck Multicolor T-Shirt,AUSK Color Block Men Polo Neck Multicolor T-Shirt,329.0,4.0,https://www.flipkart.com/ausk-color-block-men-polo-neck-multicolor-t-shirt/p/itm8a29d0952641c,AUSK Color Block Men Polo Neck Multicolor T-Shirt Men Color Block Polo Neck Multicolor T-Shirt,polo ausk neck multicolor color men block tshirt
198,London Hills,"Men Embroidered, Solid Polo Neck Black T-Shirt","London Hills Embroidered, Solid Men Polo Neck Black T-Shirt",359.0,4.1,https://www.flipkart.com/london-hills-embroidered-solid-men-polo-neck-black-t-shirt/p/itmb983ab2a1c5d3,"London Hills Embroidered, Solid Men Polo Neck Black T-Shirt Men Embroidered, Solid Polo Neck Black T-Shirt",polo solid hill embroid neck london black men tshirt
199,EG,Dheeraj Men Printed Round Neck Black T-Shirt,EG Printed Men Round Neck Black T-Shirt,297.0,4.2,https://www.flipkart.com/eg-printed-men-round-neck-black-t-shirt/p/itmfce0c83d56609,EG Printed Men Round Neck Black T-Shirt Dheeraj Men Printed Round Neck Black T-Shirt,neck eg print round dheeraj black men tshirt
200,GESPO,Men Regular Fit Solid Casual Shirt,GESPO Men Solid Casual White Shirt,329.0,3.9,https://www.flipkart.com/gespo-men-solid-casual-white-shirt/p/itmfa8buyfqkmxth,GESPO Men Solid Casual White Shirt Men Regular Fit Solid Casual Shirt,gespo solid regular white fit men shirt casual
201,FILA,Men Printed Round Neck Blue T-Shirt,FILA Printed Men Round Neck Blue T-Shirt,359.0,4.0,https://www.flipkart.com/fila-printed-men-round-neck-blue-t-shirt/p/itma7e4faf0d81b3,FILA Printed Men Round Neck Blue T-Shirt Men Printed Round Neck Blue T-Shirt,neck print round blue men tshirt filum
202,PROVOGUE,Men Printed Round Neck Dark Blue T-Shirt,PROVOGUE Printed Men Round Neck Dark Blue T-Shirt,254.0,3.7,https://www.flipkart.com/provogue-printed-men-round-neck-dark-blue-t-shirt/p/itm3e5bc9140167d,PROVOGUE Printed Men Round Neck Dark Blue T-Shirt Men Printed Round Neck Dark Blue T-Shirt,neck print round blue men provogu tshirt dark
203,3BROS,Men Color Block Polo Neck Green T-Shirt,3BROS Color Block Men Polo Neck Green T-Shirt,319.0,4.0,https://www.flipkart.com/3bros-color-block-men-polo-neck-green-t-shirt/p/itmd113ce50a55d6,3BROS Color Block Men Polo Neck Green T-Shirt Men Color Block Polo Neck Green T-Shirt,polo neck green color men block tshirt
204,AUSK,"Men Color Block Polo Neck Light Green, Black, White T-Shirt","AUSK Color Block Men Polo Neck Light Green, Black, White T-Shirt",329.0,4.0,https://www.flipkart.com/ausk-color-block-men-polo-neck-light-green-black-white-t-shirt/p/itmbc8207233bd39,"AUSK Color Block Men Polo Neck Light Green, Black, White T-Shirt Men Color Block Polo Neck Light Green, Black, White T-Shirt",polo ausk neck light green white color black men block tshirt
205,Try This,Men Solid Hooded Neck Black T-Shirt,Try This Solid Men Hooded Neck Black T-Shirt,199.0,4.0,https://www.flipkart.com/try-solid-men-hooded-neck-black-t-shirt/p/itmc9d30a78eaf1c,Try This Solid Men Hooded Neck Black T-Shirt Men Solid Hooded Neck Black T-Shirt,solid tri hood neck black men tshirt
206,Jump Cuts,"Men Typography Round Neck Green, White T-Shirt","Jump Cuts Typography Men Round Neck Green, White T-Shirt",249.0,3.8,https://www.flipkart.com/jump-cuts-typography-men-round-neck-green-white-t-shirt/p/itmd20e430240bc6,"Jump Cuts Typography Men Round Neck Green, White T-Shirt Men Typography Round Neck Green, White T-Shirt",cut neck jump green round white typographi men tshirt
207,HIGHLANDER,Men Slim Fit Striped Cut Away Collar Casual Shirt,HIGHLANDER Men Striped Casual Multicolor Shirt,576.0,4.0,https://www.flipkart.com/highlander-men-striped-casual-multicolor-shirt/p/itm2370d4d8e5359,HIGHLANDER Men Striped Casual Multicolor Shirt Men Slim Fit Striped Cut Away Collar Casual Shirt,collar slim fit stripe highland multicolor cut away men shirt casual
208,FUBAR,Men Slim Fit Solid Spread Collar Formal Shirt,FUBAR Men Solid Formal White Shirt,419.0,3.7,https://www.flipkart.com/fubar-men-solid-formal-white-shirt/p/itm47632e76e5546,FUBAR Men Solid Formal White Shirt Men Slim Fit Solid Spread Collar Formal Shirt,solid spread collar fubar slim white fit formal men shirt
209,PUMA,Men Printed Round Neck Red T-Shirt,PUMA Printed Men Round Neck Red T-Shirt,449.0,4.1,https://www.flipkart.com/puma-printed-men-round-neck-red-t-shirt/p/itmd0998b351a392,PUMA Printed Men Round Neck Red T-Shirt Men Printed Round Neck Red T-Shirt,neck red print round puma men tshirt
210,Majestic Man,Men Slim Fit Checkered Spread Collar Casual Shirt,Majestic Man Men Checkered Casual Maroon Shirt,469.0,4.1,https://www.flipkart.com/majestic-man-men-checkered-casual-maroon-shirt/p/itmee4f0a92742db,Majestic Man Men Checkered Casual Maroon Shirt Men Slim Fit Checkered Spread Collar Casual Shirt,majest spread collar slim fit maroon checker men shirt casual
211,Try This,Men Color Block Polo Neck Green T-Shirt,Try This Color Block Men Polo Neck Green T-Shirt,399.0,3.8,https://www.flipkart.com/try-color-block-men-polo-neck-green-t-shirt/p/itmb780ecdaf89d4,Try This Color Block Men Polo Neck Green T-Shirt Men Color Block Polo Neck Green T-Shirt,polo tri neck green color men block tshirt
212,PUMA,Men Solid Round Neck Black T-Shirt,PUMA Solid Men Round Neck Black T-Shirt,711.0,4.1,https://www.flipkart.com/puma-solid-men-round-neck-black-t-shirt/p/itm7b6b742b9f174,PUMA Solid Men Round Neck Black T-Shirt Men Solid Round Neck Black T-Shirt,solid neck round puma black men tshirt
213,MOONVELLY,Men Striped Round Neck Yellow T-Shirt,MOONVELLY Striped Men Round Neck Yellow T-Shirt,249.0,3.7,https://www.flipkart.com/moonvelly-striped-men-round-neck-yellow-t-shirt/p/itmcd3fb36ff7db7,MOONVELLY Striped Men Round Neck Yellow T-Shirt Men Striped Round Neck Yellow T-Shirt,neck round stripe moonvelli men yellow tshirt
214,NIKE,Dri-FIT Men Solid Round Neck Dark Blue T-Shirt,NIKE Solid Men Round Neck Dark Blue T-Shirt,453.0,3.9,https://www.flipkart.com/nike-solid-men-round-neck-dark-blue-t-shirt/p/itmf3ytzbrqyejxm,NIKE Solid Men Round Neck Dark Blue T-Shirt Dri-FIT Men Solid Round Neck Dark Blue T-Shirt,solid neck round blue nike men tshirt dark
215,HIGHLANDER,Men Slim Fit Solid Cut Away Collar Casual Shirt,HIGHLANDER Men Solid Casual Multicolor Shirt,439.0,3.8,https://www.flipkart.com/highlander-men-solid-casual-multicolor-shirt/p/itmd9627574e6666,HIGHLANDER Men Solid Casual Multicolor Shirt Men Slim Fit Solid Cut Away Collar Casual Shirt,solid collar slim fit highland multicolor cut away men shirt casual
216,EyeBogler,Men Checkered Mandarin Collar Red T-Shirt,EyeBogler Checkered Men Mandarin Collar Red T-Shirt,299.0,3.9,https://www.flipkart.com/eyebogler-checkered-men-mandarin-collar-red-t-shirt/p/itm005a5e9728cab,EyeBogler Checkered Men Mandarin Collar Red T-Shirt Men Checkered Mandarin Collar Red T-Shirt,collar mendarin red eyebogl checker men tshirt
217,EyeBogler,Men Checkered Polo Neck Green T-Shirt,EyeBogler Checkered Men Polo Neck Green T-Shirt,379.0,3.9,https://www.flipkart.com/eyebogler-checkered-men-polo-neck-green-t-shirt/p/itm561b665c682b1,EyeBogler Checkered Men Polo Neck Green T-Shirt Men Checkered Polo Neck Green T-Shirt,polo neck green eyebogl checker men tshirt
218,Majestic Man,Men Slim Fit Striped Spread Collar Casual Shirt,Majestic Man Men Striped Casual Dark Blue Shirt,439.0,4.0,https://www.flipkart.com/majestic-man-men-striped-casual-dark-blue-shirt/p/itmaae97a03474f5,Majestic Man Men Striped Casual Dark Blue Shirt Men Slim Fit Striped Spread Collar Casual Shirt,majest spread collar slim fit blue stripe men shirt casual dark
219,PROVOGUE,Men Regular Fit Checkered Spread Collar Casual Shirt,PROVOGUE Men Checkered Casual Multicolor Shirt,399.0,4.3,https://www.flipkart.com/provogue-men-checkered-casual-multicolor-shirt/p/itm69659d1983fa1,PROVOGUE Men Checkered Casual Multicolor Shirt Men Regular Fit Checkered Spread Collar Casual Shirt,spread collar regular fit checker multicolor men provogu shirt casual
220,NB NICKY BOY,Men Typography Round Neck White T-Shirt,NB NICKY BOY Typography Men Round Neck White T-Shirt,239.0,4.0,https://www.flipkart.com/nb-nicky-boy-typography-men-round-neck-white-t-shirt/p/itm92125109f983c,NB NICKY BOY Typography Men Round Neck White T-Shirt Men Typography Round Neck White T-Shirt,neck round white nb typographi boy men tshirt nicki
222,BEWAKOOF,Men Printed Round Neck Black T-Shirt,BEWAKOOF Printed Men Round Neck Black T-Shirt,499.0,4.2,https://www.flipkart.com/bewakoof-printed-men-round-neck-black-t-shirt/p/itmbeab508684eca,BEWAKOOF Printed Men Round Neck Black T-Shirt Men Printed Round Neck Black T-Shirt,neck bewakoof print round black men tshirt
223,allan peter,Men Regular Fit Printed Mandarin Collar Casual Shirt,allan peter Men Printed Casual Blue Shirt,409.0,3.8,https://www.flipkart.com/allan-peter-men-printed-casual-blue-shirt/p/itme237825d3d41c,allan peter Men Printed Casual Blue Shirt Men Regular Fit Printed Mandarin Collar Casual Shirt,collar regular allan print fit mendarin blue peter men shirt casual
224,Majestic Man,Men Slim Fit Printed Casual Shirt,Majestic Man Men Printed Casual Black Shirt,469.0,4.1,https://www.flipkart.com/majestic-man-men-printed-casual-black-shirt/p/itm0696de9c9bdd6,Majestic Man Men Printed Casual Black Shirt Men Slim Fit Printed Casual Shirt,majest slim print fit black men shirt casual
225,MILDIN,Men Slim Fit Solid Spread Collar Formal Shirt,MILDIN Men Solid Formal White Shirt,398.0,3.9,https://www.flipkart.com/mildin-men-solid-formal-white-shirt/p/itm636f0af915b48,MILDIN Men Solid Formal White Shirt Men Slim Fit Solid Spread Collar Formal Shirt,solid spread collar mildin slim white fit formal men shirt
226,VeBNoR,Men Regular Fit Solid Button Down Collar Formal Shirt,VeBNoR Men Solid Formal Blue Shirt,379.0,4.0,https://www.flipkart.com/vebnor-men-solid-formal-blue-shirt/p/itm47b5265487613,VeBNoR Men Solid Formal Blue Shirt Men Regular Fit Solid Button Down Collar Formal Shirt,solid collar button regular fit vebnor blue formal men shirt
227,HIGHLANDER,Men Slim Fit Solid Spread Collar Casual Shirt,HIGHLANDER Men Solid Casual Grey Shirt,449.0,3.8,https://www.flipkart.com/highlander-men-solid-casual-grey-shirt/p/itmfdfd8nwx4zthq,HIGHLANDER Men Solid Casual Grey Shirt Men Slim Fit Solid Spread Collar Casual Shirt,solid spread collar slim fit grey highland men shirt casual
228,Jump Cuts,"Men Striped Round Neck Dark Blue, White, Green T-Shirt","Jump Cuts Striped Men Round Neck Dark Blue, White, Green T-Shirt",279.0,3.6,https://www.flipkart.com/jump-cuts-striped-men-round-neck-dark-blue-white-green-t-shirt/p/itm9b74a5d9944a2,"Jump Cuts Striped Men Round Neck Dark Blue, White, Green T-Shirt Men Striped Round Neck Dark Blue, White, Green T-Shirt",cut neck jump green round white blue stripe men tshirt dark
229,FUBAR,Men Slim Fit Striped Mandarin Collar Casual Shirt,FUBAR Men Striped Casual Dark Blue Shirt,419.0,3.9,https://www.flipkart.com/fubar-men-striped-casual-dark-blue-shirt/p/itmfd6vhp9h7dztv,FUBAR Men Striped Casual Dark Blue Shirt Men Slim Fit Striped Mandarin Collar Casual Shirt,collar fubar slim mendarin fit blue stripe men shirt casual dark
230,REEBOK,RBK PRIME GR Men Printed Round Neck Red T-Shirt,REEBOK Printed Men Round Neck Red T-Shirt,604.0,4.1,https://www.flipkart.com/reebok-printed-men-round-neck-red-t-shirt/p/itmecd5fff85f7a2,REEBOK Printed Men Round Neck Red T-Shirt RBK PRIME GR Men Printed Round Neck Red T-Shirt,neck red reebok print round rbk prime gr men tshirt
231,EyeBogler,Men Striped Round Neck Blue T-Shirt,EyeBogler Striped Men Round Neck Blue T-Shirt,269.0,3.8,https://www.flipkart.com/eyebogler-striped-men-round-neck-blue-t-shirt/p/itmb563e3134dade,EyeBogler Striped Men Round Neck Blue T-Shirt Men Striped Round Neck Blue T-Shirt,neck round blue stripe eyebogl men tshirt
232,Allen Solly,Men Solid Polo Neck Black T-Shirt,Allen Solly Solid Men Polo Neck Black T-Shirt,629.0,3.9,https://www.flipkart.com/allen-solly-solid-men-polo-neck-black-t-shirt/p/itmfff9a8e72f507,Allen Solly Solid Men Polo Neck Black T-Shirt Men Solid Polo Neck Black T-Shirt,polo solli solid allen neck black men tshirt
233,Urbano Fashion,Men Printed Round Neck Dark Green T-Shirt,Urbano Fashion Printed Men Round Neck Dark Green T-Shirt,439.0,4.0,https://www.flipkart.com/urbano-fashion-printed-men-round-neck-dark-green-t-shirt/p/itm623d4ac450bf2,Urbano Fashion Printed Men Round Neck Dark Green T-Shirt Men Printed Round Neck Dark Green T-Shirt,neck green print round urbano men fashion tshirt dark
234,3BROS,Men Color Block Polo Neck Brown T-Shirt,3BROS Color Block Men Polo Neck Brown T-Shirt,319.0,4.0,https://www.flipkart.com/3bros-color-block-men-polo-neck-brown-t-shirt/p/itm37be9ad06889c,3BROS Color Block Men Polo Neck Brown T-Shirt Men Color Block Polo Neck Brown T-Shirt,polo neck brown color men block tshirt
235,VTEXX,Men Regular Fit Solid Spread Collar Casual Shirt,VTEXX Men Solid Casual White Shirt,296.0,4.0,https://www.flipkart.com/vtexx-men-solid-casual-white-shirt/p/itm695920869af71,VTEXX Men Solid Casual White Shirt Men Regular Fit Solid Spread Collar Casual Shirt,solid spread collar regular white fit vtexx men shirt casual
236,DCROOZ,Men Printed Round Neck Red T-Shirt,DCROOZ Printed Men Round Neck Red T-Shirt,228.0,4.0,https://www.flipkart.com/dcrooz-printed-men-round-neck-red-t-shirt/p/itmf782637ba5394,DCROOZ Printed Men Round Neck Red T-Shirt Men Printed Round Neck Red T-Shirt,neck red print round men dcrooz tshirt
237,KAJARU,"Pack of 2 Men Striped Round Neck White, Black T-Shirt","KAJARU Striped Men Round Neck White, Black T-Shirt",389.0,4.0,https://www.flipkart.com/kajaru-striped-men-round-neck-white-black-t-shirt/p/itmcf6be22824750,"KAJARU Striped Men Round Neck White, Black T-Shirt Pack of 2 Men Striped Round Neck White, Black T-Shirt",neck pack round white kajaru stripe black men tshirt
238,MILDIN,Men Slim Fit Solid Mandarin Collar Casual Shirt,MILDIN Men Solid Casual Purple Shirt,389.0,4.0,https://www.flipkart.com/mildin-men-solid-casual-purple-shirt/p/itmdfc855ed7aa30,MILDIN Men Solid Casual Purple Shirt Men Slim Fit Solid Mandarin Collar Casual Shirt,solid collar purpl mildin slim mendarin fit men shirt casual
239,BLIVE,Men Printed Round Neck Black T-Shirt,BLIVE Printed Men Round Neck Black T-Shirt,209.0,3.7,https://www.flipkart.com/blive-printed-men-round-neck-black-t-shirt/p/itm7a0c7de19e996,BLIVE Printed Men Round Neck Black T-Shirt Men Printed Round Neck Black T-Shirt,neck print round blive black men tshirt
240,PUMA,x 1DER Men Printed Round Neck Blue T-Shirt,PUMA Printed Men Round Neck Blue T-Shirt,449.0,4.0,https://www.flipkart.com/puma-printed-men-round-neck-blue-t-shirt/p/itmbb493bd023869,PUMA Printed Men Round Neck Blue T-Shirt x 1DER Men Printed Round Neck Blue T-Shirt,neck print round blue puma x men tshirt
241,BLIVE,"Men Striped Round Neck Red, Navy Blue T-Shirt","BLIVE Striped Men Round Neck Red, Navy Blue T-Shirt",229.0,3.8,https://www.flipkart.com/blive-striped-men-round-neck-red-navy-blue-t-shirt/p/itm41aeeb0802659,"BLIVE Striped Men Round Neck Red, Navy Blue T-Shirt Men Striped Round Neck Red, Navy Blue T-Shirt",neck red navi round blue stripe blive men tshirt
242,NIKE,Men Printed Round Neck Black T-Shirt,NIKE Printed Men Round Neck Black T-Shirt,558.0,4.0,https://www.flipkart.com/nike-printed-men-round-neck-black-t-shirt/p/itm49f134915d094,NIKE Printed Men Round Neck Black T-Shirt Men Printed Round Neck Black T-Shirt,neck print round black nike men tshirt
243,Gentino,Men Solid Polo Neck Orange T-Shirt,Gentino Solid Men Polo Neck Orange T-Shirt,349.0,4.1,https://www.flipkart.com/gentino-solid-men-polo-neck-orange-t-shirt/p/itm41ace885747f5,Gentino Solid Men Polo Neck Orange T-Shirt Men Solid Polo Neck Orange T-Shirt,polo orang solid neck gentino men tshirt
244,AUSTIZ,Men Printed Round Neck Black T-Shirt,AUSTIZ Printed Men Round Neck Black T-Shirt,349.0,4.0,https://www.flipkart.com/austiz-printed-men-round-neck-black-t-shirt/p/itm45785ebd75397,AUSTIZ Printed Men Round Neck Black T-Shirt Men Printed Round Neck Black T-Shirt,neck print round austiz black men tshirt
245,rino,Women Printed Hooded Neck White T-Shirt,rino Printed Women Hooded Neck White T-Shirt,239.0,3.8,https://www.flipkart.com/rino-printed-women-hooded-neck-white-t-shirt/p/itm56a0a479cf54e,rino Printed Women Hooded Neck White T-Shirt Women Printed Hooded Neck White T-Shirt,hood neck print white rino woman tshirt
246,KIBO,Casual Balloon Sleeve Printed Women Multicolor Top,KIBO Casual Printed Women Multicolor Top,372.0,4.1,https://www.flipkart.com/kibo-casual-printed-women-multicolor-top/p/itm9ef12c82ac914,KIBO Casual Printed Women Multicolor Top Casual Balloon Sleeve Printed Women Multicolor Top,sleev print balloon multicolor top kibo woman casual
247,Try This,Women Slim Fit Graphic Print Mandarin Collar Casual Shirt,Try This Women Graphic Print Casual Dark Blue Shirt,399.0,3.6,https://www.flipkart.com/try-women-graphic-print-casual-dark-blue-shirt/p/itm8095c51c666c2,Try This Women Graphic Print Casual Dark Blue Shirt Women Slim Fit Graphic Print Mandarin Collar Casual Shirt,graphic tri collar slim mendarin fit blue print woman shirt casual dark
248,THE DRY STATE,Oversize T-shirt Women Printed Round Neck White T-Shirt,THE DRY STATE Printed Women Round Neck White T-Shirt,348.0,4.3,https://www.flipkart.com/dry-state-printed-women-round-neck-white-t-shirt/p/itm241a1c4b0fd97,THE DRY STATE Printed Women Round Neck White T-Shirt Oversize T-shirt Women Printed Round Neck White T-Shirt,neck print round white overs state woman tshirt dri
249,Roadster,Women Solid Boat Neck Dark Green T-Shirt,Roadster Solid Women Boat Neck Dark Green T-Shirt,511.0,4.2,https://www.flipkart.com/roadster-solid-women-boat-neck-dark-green-t-shirt/p/itm5f7ea795a70cb,Roadster Solid Women Boat Neck Dark Green T-Shirt Women Solid Boat Neck Dark Green T-Shirt,solid neck green boat roadster woman tshirt dark
250,Jannie Hustler,Women Printed Round Neck Multicolor T-Shirt,Jannie Hustler Printed Women Round Neck Multicolor T-Shirt,299.0,4.0,https://www.flipkart.com/jannie-hustler-printed-women-round-neck-multicolor-t-shirt/p/itm43b07b61dd16c,Jannie Hustler Printed Women Round Neck Multicolor T-Shirt Women Printed Round Neck Multicolor T-Shirt,janni neck print round multicolor hustler woman tshirt
251,Brucella,Casual Regular Sleeves Solid Women Beige Top,Brucella Casual Solid Women Beige Top,299.0,4.0,https://www.flipkart.com/brucella-casual-solid-women-beige-top/p/itma2268080ee2d0,Brucella Casual Solid Women Beige Top Casual Regular Sleeves Solid Women Beige Top,solid sleev regular top beig woman brucella casual
252,Jannie Hustler,Women Printed Round Neck Multicolor T-Shirt,Jannie Hustler Printed Women Round Neck Multicolor T-Shirt,299.0,4.0,https://www.flipkart.com/jannie-hustler-printed-women-round-neck-multicolor-t-shirt/p/itmdc059a092ab79,Jannie Hustler Printed Women Round Neck Multicolor T-Shirt Women Printed Round Neck Multicolor T-Shirt,janni neck print round multicolor hustler woman tshirt
253,THE DRY STATE,"Women Graphic Print, Typography Round Neck Light Green T-Shirt","THE DRY STATE Graphic Print, Typography Women Round Neck Light Green T-Shirt",349.0,4.3,https://www.flipkart.com/dry-state-graphic-print-typography-women-round-neck-light-green-t-shirt/p/itm342361411a89e,"THE DRY STATE Graphic Print, Typography Women Round Neck Light Green T-Shirt Women Graphic Print, Typography Round Neck Light Green T-Shirt",graphic tshirt neck light green round typographi print state woman dri
254,aruati,Women Regular Fit Printed Button Down Collar Festive Shirt,aruati Women Printed Festive Black Shirt,380.0,4.0,https://www.flipkart.com/aruati-women-printed-festive-black-shirt/p/itm8c527c7623df6,aruati Women Printed Festive Black Shirt Women Regular Fit Printed Button Down Collar Festive Shirt,aruati collar button festiv regular print fit black woman shirt
