,Brand,Title,Name,Price,Rating,URL,Description,Clean_Text
1181,PETER ENGLAND,Men Tapered Fit Low Rise Grey Jeans,PETER ENGLAND Tapered Fit Men Grey Jeans,1199.0,3.3,https://www.flipkart.com/peter-england-tapered-fit-men-grey-jeans/p/itm86d468601e7b9,PETER ENGLAND Tapered Fit Men Grey Jeans Men Tapered Fit Low Rise Grey Jeans,rise fit grey england men jean taper peter low
1182,Roadster,Men Slim Fit Grey Cotton Blend Trousers,Roadster Slim Fit Men Grey Trousers,621.0,3.9,https://www.flipkart.com/roadster-slim-fit-men-grey-trousers/p/itmfhf8vdfzsay9a,Roadster Slim Fit Men Grey Trousers Men Slim Fit Grey Cotton Blend Trousers,slim fit grey blend cotton roadster men trouser
1183,KILLER,Men Slim Mid Rise Blue Jeans,KILLER Slim Men Blue Jeans,1049.0,3.9,https://www.flipkart.com/killer-slim-men-blue-jeans/p/itmf66e1af717452,KILLER Slim Men Blue Jeans Men Slim Mid Rise Blue Jeans,killer rise slim blue mid men jean
1184,METRONAUT,Men Slim Mid Rise Blue Jeans,METRONAUT by Flipkart Slim Men Blue Jeans,714.0,4.2,https://www.flipkart.com/metronaut-flipkart-slim-men-blue-jeans/p/itma078cb5044942,METRONAUT by Flipkart Slim Men Blue Jeans Men Slim Mid Rise Blue Jeans,rise slim blue flipkart metronaut mid men jean
1185,KILLER,Men Slim Fit Dark Blue Cotton Blend Trousers,KILLER Slim Fit Men Dark Blue Trousers,1283.0,4.3,https://www.flipkart.com/killer-slim-fit-men-dark-blue-trousers/p/itm0d3637f6e2b23,KILLER Slim Fit Men Dark Blue Trousers Men Slim Fit Dark Blue Cotton Blend Trousers,killer slim fit blend blue cotton men trouser dark
1186,FLYING MACHINE,Men Slim Low Rise Black Jeans,FLYING MACHINE Slim Men Black Jeans,944.0,4.0,https://www.flipkart.com/flying-machine-slim-men-black-jeans/p/itmbed85de84c88e,FLYING MACHINE Slim Men Black Jeans Men Slim Low Rise Black Jeans,rise slim low fli black men jean machin
1187,Foxter,"Pack of 2 Men Solid Blue, Black Track Pants","Foxter Solid Men Blue, Black Track Pants",399.0,3.9,https://www.flipkart.com/foxter-solid-men-blue-black-track-pants/p/itmc917030c0175b,"Foxter Solid Men Blue, Black Track Pants Pack of 2 Men Solid Blue, Black Track Pants",solid pack blue black pant men foxter track
1190,KILLER,Men Slim Mid Rise Black Jeans,KILLER Slim Men Black Jeans,1796.0,3.6,https://www.flipkart.com/killer-slim-men-black-jeans/p/itmf0c2c947f513f,KILLER Slim Men Black Jeans Men Slim Mid Rise Black Jeans,killer rise slim mid black men jean
1191,LEE,Men Slim Mid Rise Blue Jeans,LEE Slim Men Blue Jeans,1035.0,3.7,https://www.flipkart.com/lee-slim-men-blue-jeans/p/itm34aed9555d65d,LEE Slim Men Blue Jeans Men Slim Mid Rise Blue Jeans,rise slim blue mid lee men jean
1192,AD & AV,Men Regular Fit Pink Cotton Blend Trousers,AD & AV Regular Fit Men Pink Trousers,429.0,3.7,https://www.flipkart.com/ad-av-regular-fit-men-pink-trousers/p/itmb089282a178b4,AD & AV Regular Fit Men Pink Trousers Men Regular Fit Pink Cotton Blend Trousers,av pink regular fit ad blend cotton men trouser
1193,KOTTY,Women Regular Mid Rise Blue Jeans,KOTTY Regular Women Blue Jeans,599.0,3.7,https://www.flipkart.com/kotty-regular-women-blue-jeans/p/itmad01df2965659,KOTTY Regular Women Blue Jeans Women Regular Mid Rise Blue Jeans,rise regular mid kotti blue jean woman
1194,KOTTY,Women Regular High Rise Black Jeans,KOTTY Regular Women Black Jeans,599.0,3.7,https://www.flipkart.com/kotty-regular-women-black-jeans/p/itm2213ba09bff71,KOTTY Regular Women Black Jeans Women Regular High Rise Black Jeans,rise regular high kotti black jean woman
1195,TYFFYN,Women Slim High Rise Black Jeans,TYFFYN Slim Women Black Jeans,499.0,3.9,https://www.flipkart.com/tyffyn-slim-women-black-jeans/p/itm30f6531b54366,TYFFYN Slim Women Black Jeans Women Slim High Rise Black Jeans,rise slim tyffyn high black jean woman
1196,Creatywitty,Women Slim Mid Rise Black Jeans,Creatywitty Slim Women Black Jeans,359.0,3.9,https://www.flipkart.com/creatywitty-slim-women-black-jeans/p/itmcea1eb24fe411,Creatywitty Slim Women Black Jeans Women Slim Mid Rise Black Jeans,rise slim creatywitti mid black jean woman
1197,KOTTY,Women Regular High Rise Black Jeans,KOTTY Regular Women Black Jeans,599.0,3.9,https://www.flipkart.com/kotty-regular-women-black-jeans/p/itm9c49bb6a7b41c,KOTTY Regular Women Black Jeans Women Regular High Rise Black Jeans,rise regular high kotti black jean woman
1198,KOTTY,Women Regular High Rise Black Jeans,KOTTY Regular Women Black Jeans,599.0,3.9,https://www.flipkart.com/kotty-regular-women-black-jeans/p/itm1e38155537b02,KOTTY Regular Women Black Jeans Women Regular High Rise Black Jeans,rise regular high kotti black jean woman
1199,Nifty,Women Boyfriend Mid Rise Black Jeans,Nifty Boyfriend Women Black Jeans,493.0,4.0,https://www.flipkart.com/nifty-boyfriend-women-black-jeans/p/itmda1f9b677c4e7,Nifty Boyfriend Women Black Jeans Women Boyfriend Mid Rise Black Jeans,rise nifti mid boyfriend black jean woman
1200,A C CREATION,Women Slim Mid Rise Light Blue Jeans,A C CREATION Slim Women Light Blue Jeans,474.0,3.9,https://www.flipkart.com/c-creation-slim-women-light-blue-jeans/p/itm7023d61ad0de1,A C CREATION Slim Women Light Blue Jeans Women Slim Mid Rise Light Blue Jeans,rise c slim light mid creation blue jean woman
1201,KASHIAN,Women Boyfriend High Rise Light Blue Jeans,KASHIAN Boyfriend Women Light Blue Jeans,499.0,3.5,https://www.flipkart.com/kashian-boyfriend-women-light-blue-jeans/p/itm217de25373016,KASHIAN Boyfriend Women Light Blue Jeans Women Boyfriend High Rise Light Blue Jeans,rise light high kashian boyfriend blue jean woman
1202,Tokyo Talkies,Women Boyfriend High Rise Light Blue Jeans,Tokyo Talkies Boyfriend Women Light Blue Jeans,629.0,3.8,https://www.flipkart.com/tokyo-talkies-boyfriend-women-light-blue-jeans/p/itm5c88aa5b11dc6,Tokyo Talkies Boyfriend Women Light Blue Jeans Women Boyfriend High Rise Light Blue Jeans,rise light high talki boyfriend blue jean woman tokyo
1203,KOTTY,Women Slim High Rise Black Jeans,KOTTY Slim Women Black Jeans,526.0,3.4,https://www.flipkart.com/kotty-slim-women-black-jeans/p/itm94bcb42ed7ae4,KOTTY Slim Women Black Jeans Women Slim High Rise Black Jeans,rise slim high kotti black jean woman
1205,zayla,Women Skinny Mid Rise Black Jeans,zayla Skinny Women Black Jeans,492.0,4.0,https://www.flipkart.com/zayla-skinny-women-black-jeans/p/itmb3c68db913d0c,zayla Skinny Women Black Jeans Women Skinny Mid Rise Black Jeans,rise zayla mid black jean skinni woman
1206,KOTTY,Women Regular High Rise Blue Jeans,KOTTY Regular Women Blue Jeans,599.0,3.9,https://www.flipkart.com/kotty-regular-women-blue-jeans/p/itm03eae4dd2b193,KOTTY Regular Women Blue Jeans Women Regular High Rise Blue Jeans,rise regular high kotti blue jean woman
1207,KOTTY,Women Regular High Rise Grey Jeans,KOTTY Regular Women Grey Jeans,599.0,3.8,https://www.flipkart.com/kotty-regular-women-grey-jeans/p/itm388ad1fa9cf8e,KOTTY Regular Women Grey Jeans Women Regular High Rise Grey Jeans,rise regular grey high kotti jean woman
1208,zayla,Women Skinny Mid Rise White Jeans,zayla Skinny Women White Jeans,492.0,4.0,https://www.flipkart.com/zayla-skinny-women-white-jeans/p/itm0babd3bcf80af,zayla Skinny Women White Jeans Women Skinny Mid Rise White Jeans,rise white zayla mid jean skinni woman
1209,KOTTY,Women Flared High Rise Blue Jeans,KOTTY Flared Women Blue Jeans,599.0,4.0,https://www.flipkart.com/kotty-flared-women-blue-jeans/p/itm391c633a01750,KOTTY Flared Women Blue Jeans Women Flared High Rise Blue Jeans,rise jean high kotti blue flare woman
1210,KOTTY,Women Regular High Rise Blue Jeans,KOTTY Regular Women Blue Jeans,599.0,3.7,https://www.flipkart.com/kotty-regular-women-blue-jeans/p/itmc857e2c24da3e,KOTTY Regular Women Blue Jeans Women Regular High Rise Blue Jeans,rise regular high kotti blue jean woman
1211,Live Ok,Women Boyfriend Mid Rise Black Jeans,Live Ok Boyfriend Women Black Jeans,498.0,4.2,https://www.flipkart.com/live-ok-boyfriend-women-black-jeans/p/itma4a74cb7c5cd0,Live Ok Boyfriend Women Black Jeans Women Boyfriend Mid Rise Black Jeans,rise live mid ok black boyfriend jean woman
1212,zayla,Women Skinny Mid Rise Blue Jeans,zayla Skinny Women Blue Jeans,492.0,4.0,https://www.flipkart.com/zayla-skinny-women-blue-jeans/p/itmc9d13b7dbec8b,zayla Skinny Women Blue Jeans Women Skinny Mid Rise Blue Jeans,rise zayla mid blue jean skinni woman
1213,KOTTY,Women Flared High Rise Blue Jeans,KOTTY Flared Women Blue Jeans,599.0,4.0,https://www.flipkart.com/kotty-flared-women-blue-jeans/p/itmfb084db0d90b7,KOTTY Flared Women Blue Jeans Women Flared High Rise Blue Jeans,rise jean high kotti blue flare woman
1214,KOTTY,Women Slim Mid Rise Light Blue Jeans,KOTTY Slim Women Light Blue Jeans,599.0,3.0,https://www.flipkart.com/kotty-slim-women-light-blue-jeans/p/itm849f885caf44a,KOTTY Slim Women Light Blue Jeans Women Slim Mid Rise Light Blue Jeans,rise slim light mid kotti blue jean woman
1216,Akacy,Women Slim High Rise Black Jeans,Akacy Slim Women Black Jeans,664.0,4.3,https://www.flipkart.com/akacy-slim-women-black-jeans/p/itm67d763ba9e161,Akacy Slim Women Black Jeans Women Slim High Rise Black Jeans,akaci rise slim high black jean woman
1217,zayla,Women Skinny High Rise Light Blue Jeans,zayla Skinny Women Light Blue Jeans,492.0,4.0,https://www.flipkart.com/zayla-skinny-women-light-blue-jeans/p/itm1b0745fc16153,zayla Skinny Women Light Blue Jeans Women Skinny High Rise Light Blue Jeans,rise light zayla high blue jean skinni woman
1218,KOTTY,Women Regular Mid Rise Dark Blue Jeans,KOTTY Regular Women Dark Blue Jeans,599.0,4.0,https://www.flipkart.com/kotty-regular-women-black-jeans/p/itm668c4d29cb165,KOTTY Regular Women Dark Blue Jeans Women Regular Mid Rise Dark Blue Jeans,rise regular mid kotti blue jean woman dark
1219,KOTTY,Women Regular Mid Rise Black Jeans,KOTTY Regular Women Black Jeans,599.0,3.9,https://www.flipkart.com/kotty-regular-women-black-jeans/p/itm0f172991d7db7,KOTTY Regular Women Black Jeans Women Regular Mid Rise Black Jeans,rise regular mid kotti black jean woman
1220,KASHIAN,Women Boyfriend High Rise Blue Jeans,KASHIAN Boyfriend Women Blue Jeans,499.0,4.3,https://www.flipkart.com/kashian-boyfriend-women-blue-jeans/p/itmebce20b53adcc,KASHIAN Boyfriend Women Blue Jeans Women Boyfriend High Rise Blue Jeans,rise high kashian boyfriend blue jean woman
1221,TYFFYN,Women Slim High Rise Blue Jeans,TYFFYN Slim Women Blue Jeans,499.0,3.9,https://www.flipkart.com/tyffyn-slim-women-blue-jeans/p/itm57ea0f2e89326,TYFFYN Slim Women Blue Jeans Women Slim High Rise Blue Jeans,rise slim tyffyn high blue jean woman
1222,KOTTY,Women Regular High Rise Grey Jeans,KOTTY Regular Women Grey Jeans,599.0,3.8,https://www.flipkart.com/kotty-regular-women-grey-jeans/p/itm73ec71cd020ba,KOTTY Regular Women Grey Jeans Women Regular High Rise Grey Jeans,rise regular grey high kotti jean woman
1223,KOTTY,Women Regular Mid Rise Blue Jeans,KOTTY Regular Women Blue Jeans,599.0,4.0,https://www.flipkart.com/kotty-regular-women-blue-jeans/p/itm3d63921493495,KOTTY Regular Women Blue Jeans Women Regular Mid Rise Blue Jeans,rise regular mid kotti blue jean woman
1224,KOTTY,Women Flared High Rise Black Jeans,KOTTY Flared Women Black Jeans,599.0,3.9,https://www.flipkart.com/kotty-flared-women-black-jeans/p/itm1aea4a5213072,KOTTY Flared Women Black Jeans Women Flared High Rise Black Jeans,rise jean high kotti black flare woman
1225,TYFFYN,Women Slim High Rise Light Blue Jeans,TYFFYN Slim Women Light Blue Jeans,499.0,3.9,https://www.flipkart.com/tyffyn-slim-women-light-blue-jeans/p/itm0f54a1adb61d1,TYFFYN Slim Women Light Blue Jeans Women Slim High Rise Light Blue Jeans,rise slim light tyffyn high blue jean woman
1226,Tokyo Talkies,Women Super Skinny Mid Rise Blue Jeans,Tokyo Talkies Super Skinny Women Blue Jeans,631.0,3.9,https://www.flipkart.com/tokyo-talkies-super-skinny-women-blue-jeans/p/itmfahagfuhm3kes,Tokyo Talkies Super Skinny Women Blue Jeans Women Super Skinny Mid Rise Blue Jeans,rise super talki mid blue jean skinni woman tokyo
1227,Live Ok,Women Boyfriend High Rise Light Blue Jeans,Live Ok Boyfriend Women Light Blue Jeans,493.0,4.0,https://www.flipkart.com/live-ok-boyfriend-women-light-blue-jeans/p/itm8a7846a1b3c2b,Live Ok Boyfriend Women Light Blue Jeans Women Boyfriend High Rise Light Blue Jeans,rise light live high ok boyfriend blue jean woman
1228,GUTI,Women Regular High Rise Blue Jeans,GUTI Regular Women Blue Jeans,499.0,3.8,https://www.flipkart.com/guti-regular-women-blue-jeans/p/itm31bd8d9bc855c,GUTI Regular Women Blue Jeans Women Regular High Rise Blue Jeans,rise regular guti high blue jean woman
1229,KOTTY,Women Regular High Rise Black Jeans,KOTTY Regular Women Black Jeans,499.0,3.5,https://www.flipkart.com/kotty-regular-women-black-jeans/p/itm4ba5cc672c600,KOTTY Regular Women Black Jeans Women Regular High Rise Black Jeans,rise regular high kotti black jean woman
1230,KOTTY,Women Regular High Rise Black Jeans,KOTTY Regular Women Black Jeans,599.0,3.9,https://www.flipkart.com/kotty-regular-women-black-jeans/p/itm1ef67a0532999,KOTTY Regular Women Black Jeans Women Regular High Rise Black Jeans,rise regular high kotti black jean woman
1231,MTCFASHIONPOINT,Women Super Skinny High Rise Blue Jeans,MTCFASHIONPOINT Super Skinny Women Blue Jeans,478.0,3.9,https://www.flipkart.com/mtcfashionpoint-super-skinny-women-blue-jeans/p/itm6d8bb59cb7792,MTCFASHIONPOINT Super Skinny Women Blue Jeans Women Super Skinny High Rise Blue Jeans,rise super high mtcfashionpoint blue jean skinni woman
1232,Akacy,Women Skinny High Rise Black Jeans,Akacy Skinny Women Black Jeans,469.0,4.0,https://www.flipkart.com/akacy-skinny-women-black-jeans/p/itmb87abeda1a65c,Akacy Skinny Women Black Jeans Women Skinny High Rise Black Jeans,akaci rise high black jean skinni woman
1233,KASHIAN,Women Skinny Mid Rise Blue Jeans,KASHIAN Skinny Women Blue Jeans,499.0,3.6,https://www.flipkart.com/kashian-skinny-women-blue-jeans/p/itm83de61e6b3085,KASHIAN Skinny Women Blue Jeans Women Skinny Mid Rise Blue Jeans,rise mid kashian blue jean skinni woman
1234,Roadster,Women Skinny Mid Rise Dark Blue Jeans,Roadster Skinny Women Dark Blue Jeans,493.0,3.4,https://www.flipkart.com/roadster-skinny-women-dark-blue-jeans/p/itm80f85dc2120e9,Roadster Skinny Women Dark Blue Jeans Women Skinny Mid Rise Dark Blue Jeans,rise mid roadster blue jean skinni woman dark
1235,Selvo,Women Jogger Fit Mid Rise Blue Jeans,Selvo Jogger Fit Women Blue Jeans,462.0,4.3,https://www.flipkart.com/selvo-jogger-fit-women-blue-jeans/p/itm9f5850cac2850,Selvo Jogger Fit Women Blue Jeans Women Jogger Fit Mid Rise Blue Jeans,rise fit jogger mid blue jean woman selvo
1236,KOTTY,Women Boyfriend High Rise Blue Jeans,KOTTY Boyfriend Women Blue Jeans,599.0,4.0,https://www.flipkart.com/kotty-boyfriend-women-blue-jeans/p/itm072457a3347a2,KOTTY Boyfriend Women Blue Jeans Women Boyfriend High Rise Blue Jeans,rise high kotti boyfriend blue jean woman
1237,KOTTY,Women Regular High Rise Black Jeans,KOTTY Regular Women Black Jeans,526.0,3.6,https://www.flipkart.com/kotty-regular-women-black-jeans/p/itm4aba4e2a6b7e6,KOTTY Regular Women Black Jeans Women Regular High Rise Black Jeans,rise regular high kotti black jean woman
1238,Live Ok,Women Boyfriend High Rise Blue Jeans,Live Ok Boyfriend Women Blue Jeans,493.0,4.0,https://www.flipkart.com/live-ok-boyfriend-women-blue-jeans/p/itmc66c4c56b00ec,Live Ok Boyfriend Women Blue Jeans Women Boyfriend High Rise Blue Jeans,rise live high ok boyfriend blue jean woman
1239,KOTTY,Women Regular High Rise Black Jeans,KOTTY Regular Women Black Jeans,599.0,3.9,https://www.flipkart.com/kotty-regular-women-black-jeans/p/itm033b0441e2109,KOTTY Regular Women Black Jeans Women Regular High Rise Black Jeans,rise regular high kotti black jean woman
1240,JustFaith,Women Slim Mid Rise Black Jeans,JustFaith Slim Women Black Jeans,458.0,3.9,https://www.flipkart.com/justfaith-slim-women-black-jeans/p/itmb7e3c2545a1aa,JustFaith Slim Women Black Jeans Women Slim Mid Rise Black Jeans,justfaith rise slim mid black jean woman
1241,TEKTARWI,Women Jogger Fit Mid Rise Black Jeans,TEKTARWI Jogger Fit Women Black Jeans,263.0,3.4,https://www.flipkart.com/tektarwi-jogger-fit-women-black-jeans/p/itm81e7868e2d63f,TEKTARWI Jogger Fit Women Black Jeans Women Jogger Fit Mid Rise Black Jeans,rise fit mid tektarwi black jean woman jogger
1242,KOTTY,Women Regular High Rise Grey Jeans,KOTTY Regular Women Grey Jeans,599.0,4.0,https://www.flipkart.com/kotty-regular-women-grey-jeans/p/itm668b740b4e64e,KOTTY Regular Women Grey Jeans Women Regular High Rise Grey Jeans,rise regular grey high kotti jean woman
1243,Tokyo Talkies,Women Boot-Leg Mid Rise White Jeans,Tokyo Talkies Boot-Leg Women White Jeans,569.0,3.9,https://www.flipkart.com/tokyo-talkies-boot-leg-women-white-jeans/p/itm9d545105ca698,Tokyo Talkies Boot-Leg Women White Jeans Women Boot-Leg Mid Rise White Jeans,rise white talki mid jean woman tokyo
1244,GUTI,Women Flared High Rise Black Jeans,GUTI Flared Women Black Jeans,499.0,4.1,https://www.flipkart.com/guti-flared-women-black-jeans/p/itmbbca9bbda339b,GUTI Flared Women Black Jeans Women Flared High Rise Black Jeans,rise guti high black jean woman flare
1245,Nifty,Women Boyfriend Mid Rise Blue Jeans,Nifty Boyfriend Women Blue Jeans,493.0,4.0,https://www.flipkart.com/nifty-boyfriend-women-blue-jeans/p/itm25204dd282962,Nifty Boyfriend Women Blue Jeans Women Boyfriend Mid Rise Blue Jeans,rise nifti mid boyfriend blue jean woman
1246,SMVD ENTERPRISES,Women Skinny High Rise Black Jeans,SMVD ENTERPRISES Skinny Women Black Jeans,469.0,4.1,https://www.flipkart.com/smvd-enterprises-skinny-women-black-jeans/p/itm62a191dbaa46e,SMVD ENTERPRISES Skinny Women Black Jeans Women Skinny High Rise Black Jeans,rise high smvd black jean skinni woman enterpris
1247,KOTTY,Women Regular High Rise Grey Jeans,KOTTY Regular Women Grey Jeans,599.0,3.7,https://www.flipkart.com/kotty-regular-women-grey-jeans/p/itm402cf3364e7cf,KOTTY Regular Women Grey Jeans Women Regular High Rise Grey Jeans,rise regular grey high kotti jean woman
1248,PERFECT FASHION,Women Regular Mid Rise Blue Jeans,PERFECT FASHION Regular Women Blue Jeans,657.0,3.3,https://www.flipkart.com/perfect-fashion-regular-women-blue-jeans/p/itm62d8119f84158,PERFECT FASHION Regular Women Blue Jeans Women Regular Mid Rise Blue Jeans,rise regular jean blue mid perfect fashion woman
1249,FashionFibre,Women Regular High Rise Light Blue Jeans,FashionFibre Regular Women Light Blue Jeans,668.0,4.4,https://www.flipkart.com/fashionfibre-regular-women-light-blue-jeans/p/itm74f8e033775d1,FashionFibre Regular Women Light Blue Jeans Women Regular High Rise Light Blue Jeans,rise regular light fashionfibr high blue jean woman
1250,SASSAFRAS,Women Regular High Rise Blue Jeans,SASSAFRAS Regular Women Blue Jeans,699.0,4.0,https://www.flipkart.com/sassafras-regular-women-blue-jeans/p/itm77afbef2956c8,SASSAFRAS Regular Women Blue Jeans Women Regular High Rise Blue Jeans,rise regular sassafra high blue jean woman
1251,TYFFYN,Women Slim Mid Rise Grey Jeans,TYFFYN Slim Women Grey Jeans,499.0,3.9,https://www.flipkart.com/tyffyn-slim-women-grey-jeans/p/itm697267676784d,TYFFYN Slim Women Grey Jeans Women Slim Mid Rise Grey Jeans,rise slim grey tyffyn mid jean woman
1252,NETFLIP,Women Regular High Rise Grey Jeans,NETFLIP Regular Women Grey Jeans,639.0,4.0,https://www.flipkart.com/netflip-regular-women-grey-jeans/p/itm3afe4d86df9db,NETFLIP Regular Women Grey Jeans Women Regular High Rise Grey Jeans,rise regular grey high netflip jean woman
1253,MTCFASHIONPOINT,Women Super Skinny High Rise Dark Blue Jeans,MTCFASHIONPOINT Super Skinny Women Dark Blue Jeans,490.0,3.9,https://www.flipkart.com/mtcfashionpoint-super-skinny-women-dark-blue-jeans/p/itm74d8a425acb63,MTCFASHIONPOINT Super Skinny Women Dark Blue Jeans Women Super Skinny High Rise Dark Blue Jeans,rise super high mtcfashionpoint blue jean skinni woman dark
1254,GUTI,Women Skinny High Rise Blue Jeans,GUTI Skinny Women Blue Jeans,499.0,3.8,https://www.flipkart.com/guti-skinny-women-blue-jeans/p/itm7f43b14c5d92a,GUTI Skinny Women Blue Jeans Women Skinny High Rise Blue Jeans,rise guti high blue jean skinni woman
1255,Roadster,Women Regular Mid Rise Black Jeans,Roadster Regular Women Black Jeans,680.0,3.7,https://www.flipkart.com/roadster-regular-women-black-jeans/p/itmfgbpruggqy3ph,Roadster Regular Women Black Jeans Women Regular Mid Rise Black Jeans,rise regular mid roadster black jean woman
1256,Masterly Weft,Women Regular High Rise Black Jeans,Masterly Weft Regular Women Black Jeans,629.0,3.3,https://www.flipkart.com/masterly-weft-regular-women-black-jeans/p/itm918e76830059b,Masterly Weft Regular Women Black Jeans Women Regular High Rise Black Jeans,weft rise regular masterli high black jean woman
1257,Roadster,Women Boyfriend Mid Rise Blue Jeans,Roadster Boyfriend Women Blue Jeans,859.0,3.7,https://www.flipkart.com/roadster-boyfriend-women-blue-jeans/p/itme76fb46c82eba,Roadster Boyfriend Women Blue Jeans Women Boyfriend Mid Rise Blue Jeans,rise mid roadster boyfriend blue jean woman
1258,Tokyo Talkies,Women Jogger Fit Mid Rise Grey Jeans,Tokyo Talkies Jogger Fit Women Grey Jeans,659.0,3.6,https://www.flipkart.com/tokyo-talkies-jogger-fit-women-grey-jeans/p/itm68591393f9dae,Tokyo Talkies Jogger Fit Women Grey Jeans Women Jogger Fit Mid Rise Grey Jeans,rise fit grey talki mid jean woman tokyo jogger
1259,Nifty,Women Skinny Mid Rise Grey Jeans,Nifty Skinny Women Grey Jeans,493.0,4.0,https://www.flipkart.com/nifty-skinny-women-grey-jeans/p/itme77c35b366f3f,Nifty Skinny Women Grey Jeans Women Skinny Mid Rise Grey Jeans,rise nifti grey mid jean skinni woman
1260,KILLER,Women Skinny Mid Rise Black Jeans,KILLER Skinny Women Black Jeans,729.0,3.8,https://www.flipkart.com/killer-skinny-women-black-jeans/p/itme729e761de56b,KILLER Skinny Women Black Jeans Women Skinny Mid Rise Black Jeans,killer rise mid black jean skinni woman
1261,SASSAFRAS,Women Regular High Rise Blue Jeans,SASSAFRAS Regular Women Blue Jeans,699.0,4.0,https://www.flipkart.com/sassafras-regular-women-blue-jeans/p/itm8697ed0502961,SASSAFRAS Regular Women Blue Jeans Women Regular High Rise Blue Jeans,rise regular sassafra high blue jean woman
1262,Miss Chase,Women Skinny High Rise Black Jeans,Miss Chase Skinny Women Black Jeans,899.0,3.8,https://www.flipkart.com/miss-chase-skinny-women-black-jeans/p/itmfbtygpnj53rkz,Miss Chase Skinny Women Black Jeans Women Skinny High Rise Black Jeans,rise jean high chase black miss skinni woman
1263,KOTTY,Women Regular High Rise Dark Blue Jeans,KOTTY Regular Women Dark Blue Jeans,599.0,3.9,https://www.flipkart.com/kotty-regular-women-dark-blue-jeans/p/itm851a4e76b9e95,KOTTY Regular Women Dark Blue Jeans Women Regular High Rise Dark Blue Jeans,rise regular high kotti blue jean woman dark
1264,Nifty,Women Skinny Mid Rise Black Jeans,Nifty Skinny Women Black Jeans,493.0,4.0,https://www.flipkart.com/nifty-skinny-women-black-jeans/p/itmf3vzm2hxydhsz,Nifty Skinny Women Black Jeans Women Skinny Mid Rise Black Jeans,rise nifti mid black jean skinni woman
1265,GUTI,Women Flared High Rise Blue Jeans,GUTI Flared Women Blue Jeans,499.0,4.2,https://www.flipkart.com/guti-flared-women-blue-jeans/p/itm147b79ac27568,GUTI Flared Women Blue Jeans Women Flared High Rise Blue Jeans,rise jean guti high blue flare woman
1267,Tokyo Talkies,Women Regular Mid Rise Blue Jeans,Tokyo Talkies Regular Women Blue Jeans,607.0,3.5,https://www.flipkart.com/tokyo-talkies-regular-women-blue-jeans/p/itm2325088d9e2fa,Tokyo Talkies Regular Women Blue Jeans Women Regular Mid Rise Blue Jeans,rise regular talki mid blue jean woman tokyo
1268,ERA DENIM,Women Boyfriend Mid Rise Blue Jeans,ERA DENIM Boyfriend Women Blue Jeans,767.0,3.0,https://www.flipkart.com/era-denim-boyfriend-women-blue-jeans/p/itm9b6e73a2d64c0,ERA DENIM Boyfriend Women Blue Jeans Women Boyfriend Mid Rise Blue Jeans,rise mid era boyfriend blue jean denim woman
1269,KOTTY,Women Slim High Rise Blue Jeans,KOTTY Slim Women Blue Jeans,599.0,3.6,https://www.flipkart.com/kotty-slim-women-blue-jeans/p/itma7c14246d90d5,KOTTY Slim Women Blue Jeans Women Slim High Rise Blue Jeans,rise slim high kotti blue jean woman
1270,GUTI,Women Flared Mid Rise Blue Jeans,GUTI Flared Women Blue Jeans,499.0,4.2,https://www.flipkart.com/guti-flared-women-blue-jeans/p/itm8d870bba9e8f6,GUTI Flared Women Blue Jeans Women Flared Mid Rise Blue Jeans,rise jean guti mid blue flare woman
1271,Akacy,Women Skinny High Rise Light Blue Jeans,Akacy Skinny Women Light Blue Jeans,469.0,4.0,https://www.flipkart.com/akacy-skinny-women-light-blue-jeans/p/itm3f908fb1bcd71,Akacy Skinny Women Light Blue Jeans Women Skinny High Rise Light Blue Jeans,akaci rise light high blue jean skinni woman
1272,KOTTY,Women Slim High Rise Grey Jeans,KOTTY Slim Women Grey Jeans,599.0,3.8,https://www.flipkart.com/kotty-slim-women-grey-jeans/p/itm996ee90b6a395,KOTTY Slim Women Grey Jeans Women Slim High Rise Grey Jeans,rise slim grey high kotti jean woman
1273,Tokyo Talkies,Women Regular High Rise Blue Jeans,Tokyo Talkies Regular Women Blue Jeans,629.0,4.0,https://www.flipkart.com/tokyo-talkies-regular-women-blue-jeans/p/itm87bc33a1e416e,Tokyo Talkies Regular Women Blue Jeans Women Regular High Rise Blue Jeans,rise regular high talki blue jean woman tokyo
1274,KOTTY,Women Flared High Rise Blue Jeans,KOTTY Flared Women Blue Jeans,599.0,4.0,https://www.flipkart.com/kotty-flared-women-blue-jeans/p/itme4bbbfade1b04,KOTTY Flared Women Blue Jeans Women Flared High Rise Blue Jeans,rise jean high kotti blue flare woman
1275,Tokyo Talkies,Women Tapered Fit Mid Rise Blue Jeans,Tokyo Talkies Tapered Fit Women Blue Jeans,679.0,3.5,https://www.flipkart.com/tokyo-talkies-tapered-fit-women-blue-jeans/p/itm63ede79fc6528,Tokyo Talkies Tapered Fit Women Blue Jeans Women Tapered Fit Mid Rise Blue Jeans,rise fit talki taper mid blue jean woman tokyo
1276,JustFaith,Women Skinny Mid Rise Black Jeans,JustFaith Skinny Women Black Jeans,400.0,4.1,https://www.flipkart.com/justfaith-skinny-women-black-jeans/p/itmc7b84af16583c,JustFaith Skinny Women Black Jeans Women Skinny Mid Rise Black Jeans,justfaith rise mid black jean skinni woman
